,RiskPerformance,ExternalRiskEstimate,MSinceOldestTradeOpen,MSinceMostRecentTradeOpen,AverageMInFile,NumSatisfactoryTrades,NumTrades60Ever2DerogPubRec,NumTrades90Ever2DerogPubRec,PercentTradesNeverDelq,MSinceMostRecentDelq,MaxDelq2PublicRecLast12M,MaxDelqEver,NumTotalTrades,NumTradesOpeninLast12M,PercentInstallTrades,MSinceMostRecentInqexcl7days,NumInqLast6M,NumInqLast6Mexcl7days,NetFractionRevolvingBurden,NetFractionInstallBurden,NumRevolvingTradesWBalance,NumInstallTradesWBalance,NumBank2NatlTradesWHighUtilization,PercentTradesWBalance
1255,Good,3.0,3.0,8.0,4.0,1.0,2.0,1.0,2.0,-7.0,5,7,1.0,0.0,2.0,0.0,1.0,1.0,6.0,-8.0,2.0,-8.0,1.0,2.0
1256,Bad,2.0,6.0,2.0,5.0,9.0,0.0,0.0,5.0,-7.0,7,8,8.0,3.0,3.0,0.0,2.0,2.0,8.0,1.0,7.0,1.0,3.0,3.0
1257,Bad,4.0,2.0,1.0,4.0,3.0,1.0,1.0,3.0,8.0,6,2,4.0,3.0,9.0,0.0,2.0,2.0,3.0,1.0,2.0,1.0,1.0,7.0
1258,Bad,8.0,0.0,1.0,0.0,1.0,0.0,0.0,5.0,-7.0,7,8,1.0,2.0,6.0,0.0,1.0,1.0,1.0,5.0,2.0,0.0,0.0,4.0
1259,Good,7.0,3.0,3.0,1.0,8.0,0.0,0.0,5.0,-7.0,7,8,8.0,4.0,1.0,0.0,1.0,1.0,0.0,1.0,2.0,1.0,0.0,0.0
1260,Bad,3.0,0.0,5.0,0.0,0.0,0.0,0.0,5.0,-7.0,7,8,0.0,1.0,9.0,0.0,0.0,0.0,-8.0,-8.0,-8.0,1.0,-8.0,8.0
1261,Good,3.0,9.0,2.0,9.0,6.0,0.0,0.0,4.0,9.0,6,6,6.0,3.0,4.0,0.0,0.0,0.0,8.0,4.0,6.0,2.0,3.0,5.0
1262,Bad,5.0,0.0,1.0,1.0,7.0,0.0,0.0,5.0,-7.0,7,8,7.0,3.0,2.0,0.0,2.0,2.0,3.0,6.0,5.0,3.0,0.0,6.0
1263,Good,1.0,8.0,0.0,9.0,8.0,2.0,1.0,0.0,2.0,0,2,8.0,2.0,1.0,0.0,1.0,1.0,1.0,3.0,7.0,1.0,0.0,2.0
1264,Bad,5.0,0.0,5.0,0.0,0.0,0.0,0.0,5.0,-7.0,7,8,0.0,1.0,9.0,0.0,1.0,0.0,-8.0,4.0,-8.0,1.0,-8.0,8.0
1265,Bad,6.0,7.0,2.0,9.0,4.0,0.0,0.0,5.0,-7.0,5,8,4.0,2.0,7.0,0.0,2.0,1.0,6.0,4.0,3.0,3.0,2.0,5.0
1266,Bad,4.0,4.0,1.0,0.0,0.0,0.0,0.0,5.0,-7.0,7,8,1.0,4.0,0.0,0.0,2.0,2.0,7.0,-8.0,4.0,-8.0,1.0,8.0
1267,Good,9.0,9.0,8.0,9.0,5.0,0.0,0.0,5.0,-7.0,7,8,5.0,0.0,2.0,0.0,0.0,0.0,1.0,-8.0,1.0,0.0,0.0,0.0
1268,Good,4.0,8.0,8.0,9.0,6.0,1.0,1.0,4.0,-8.0,6,6,5.0,0.0,6.0,0.0,0.0,0.0,3.0,3.0,6.0,2.0,2.0,5.0
1269,Bad,2.0,2.0,0.0,1.0,0.0,2.0,1.0,0.0,3.0,3,2,2.0,2.0,5.0,0.0,3.0,3.0,3.0,-8.0,2.0,0.0,0.0,6.0
1270,Bad,1.0,5.0,5.0,7.0,4.0,1.0,1.0,1.0,1.0,4,3,5.0,2.0,1.0,0.0,1.0,1.0,4.0,-8.0,5.0,0.0,0.0,8.0
1271,Good,9.0,4.0,2.0,6.0,2.0,0.0,0.0,5.0,-7.0,7,8,2.0,2.0,9.0,0.0,0.0,0.0,0.0,-8.0,1.0,0.0,0.0,2.0
1272,Bad,1.0,4.0,8.0,8.0,3.0,1.0,1.0,0.0,0.0,0,2,3.0,0.0,1.0,0.0,0.0,0.0,0.0,-8.0,1.0,-8.0,-8.0,0.0
1273,Bad,2.0,2.0,5.0,4.0,3.0,2.0,1.0,1.0,5.0,6,3,4.0,1.0,8.0,0.0,0.0,0.0,9.0,-8.0,1.0,0.0,1.0,6.0
1274,Bad,2.0,5.0,7.0,6.0,9.0,0.0,0.0,5.0,5.0,6,6,9.0,0.0,4.0,0.0,2.0,2.0,7.0,0.0,7.0,1.0,3.0,3.0
1275,Good,5.0,6.0,6.0,6.0,5.0,0.0,0.0,4.0,0.0,4,6,5.0,1.0,6.0,0.0,1.0,1.0,4.0,2.0,6.0,3.0,0.0,8.0
1276,Good,5.0,3.0,2.0,0.0,3.0,0.0,0.0,5.0,-7.0,7,8,3.0,3.0,5.0,0.0,3.0,3.0,3.0,9.0,4.0,1.0,1.0,8.0
1277,Bad,5.0,7.0,6.0,5.0,0.0,0.0,0.0,1.0,3.0,4,6,0.0,0.0,9.0,0.0,0.0,0.0,7.0,3.0,1.0,1.0,1.0,6.0
1278,Bad,2.0,7.0,0.0,7.0,0.0,1.0,1.0,5.0,-7.0,7,8,1.0,3.0,8.0,0.0,2.0,2.0,0.0,8.0,0.0,1.0,-8.0,5.0
1279,Bad,0.0,7.0,3.0,6.0,5.0,0.0,0.0,0.0,0.0,4,6,5.0,2.0,1.0,0.0,2.0,2.0,7.0,-8.0,7.0,0.0,2.0,8.0
1280,Bad,5.0,0.0,6.0,0.0,0.0,0.0,0.0,5.0,-7.0,7,8,0.0,0.0,7.0,0.0,0.0,0.0,-8.0,1.0,1.0,1.0,-8.0,8.0
1281,Bad,0.0,1.0,2.0,2.0,9.0,1.0,0.0,3.0,1.0,3,5,9.0,1.0,3.0,0.0,2.0,2.0,8.0,4.0,6.0,3.0,3.0,7.0
1282,Good,3.0,3.0,5.0,4.0,4.0,2.0,1.0,0.0,6.0,6,2,7.0,1.0,6.0,0.0,1.0,1.0,4.0,0.0,2.0,1.0,1.0,2.0
1283,Bad,5.0,1.0,5.0,4.0,1.0,2.0,0.0,0.0,7.0,6,5,2.0,1.0,7.0,0.0,1.0,1.0,3.0,-8.0,1.0,1.0,1.0,1.0
1284,Good,5.0,9.0,5.0,8.0,5.0,1.0,0.0,2.0,8.0,6,5,5.0,1.0,6.0,0.0,1.0,1.0,4.0,9.0,4.0,3.0,1.0,5.0
1285,Bad,1.0,0.0,0.0,0.0,3.0,2.0,0.0,1.0,9.0,6,5,4.0,4.0,9.0,0.0,2.0,2.0,7.0,8.0,6.0,3.0,1.0,8.0
1286,Good,5.0,8.0,6.0,6.0,4.0,1.0,1.0,4.0,3.0,0,2,4.0,2.0,8.0,0.0,0.0,0.0,4.0,9.0,2.0,1.0,0.0,3.0
1287,Bad,2.0,5.0,1.0,3.0,4.0,0.0,0.0,1.0,3.0,4,6,5.0,4.0,7.0,0.0,2.0,2.0,7.0,1.0,6.0,1.0,1.0,6.0
1288,Bad,2.0,5.0,5.0,5.0,9.0,0.0,0.0,1.0,0.0,4,6,8.0,1.0,3.0,0.0,0.0,0.0,5.0,-8.0,6.0,0.0,2.0,1.0
1289,Bad,6.0,7.0,2.0,7.0,6.0,0.0,0.0,4.0,2.0,4,6,6.0,2.0,0.0,0.0,0.0,0.0,3.0,-8.0,6.0,-8.0,0.0,2.0
1290,Bad,2.0,7.0,4.0,5.0,7.0,0.0,0.0,3.0,6.0,6,6,7.0,4.0,2.0,0.0,3.0,3.0,5.0,1.0,6.0,2.0,2.0,3.0
1291,Bad,0.0,6.0,4.0,4.0,9.0,1.0,1.0,3.0,0.0,4,6,9.0,1.0,2.0,0.0,0.0,0.0,1.0,-8.0,4.0,2.0,1.0,1.0
1292,Bad,8.0,8.0,2.0,3.0,6.0,0.0,0.0,4.0,5.0,6,6,5.0,3.0,8.0,0.0,1.0,1.0,0.0,4.0,0.0,3.0,0.0,3.0
1293,Bad,5.0,8.0,8.0,9.0,4.0,1.0,1.0,2.0,0.0,1,3,4.0,0.0,0.0,0.0,1.0,1.0,3.0,-8.0,3.0,-8.0,0.0,4.0
1294,Good,8.0,2.0,0.0,4.0,9.0,0.0,0.0,5.0,-7.0,7,8,9.0,2.0,3.0,0.0,1.0,1.0,0.0,-8.0,1.0,1.0,0.0,0.0
1295,Good,6.0,3.0,1.0,4.0,7.0,0.0,0.0,5.0,-7.0,7,8,7.0,2.0,4.0,0.0,0.0,0.0,6.0,3.0,5.0,2.0,0.0,4.0
1296,Good,2.0,0.0,2.0,0.0,0.0,0.0,0.0,5.0,-7.0,7,8,0.0,2.0,1.0,0.0,2.0,2.0,8.0,-8.0,5.0,0.0,1.0,8.0
1297,Good,9.0,5.0,2.0,5.0,4.0,0.0,0.0,5.0,-7.0,7,8,3.0,2.0,3.0,0.0,0.0,0.0,1.0,4.0,4.0,2.0,0.0,3.0
1298,Bad,2.0,9.0,6.0,6.0,9.0,1.0,1.0,2.0,4.0,4,4,8.0,2.0,8.0,0.0,2.0,2.0,7.0,4.0,4.0,3.0,3.0,6.0
1299,Good,9.0,2.0,7.0,5.0,8.0,0.0,0.0,5.0,-7.0,7,8,7.0,0.0,1.0,0.0,0.0,0.0,0.0,-8.0,1.0,0.0,0.0,0.0
1300,Bad,3.0,4.0,2.0,4.0,7.0,0.0,0.0,2.0,6.0,6,6,7.0,4.0,8.0,0.0,0.0,0.0,8.0,4.0,3.0,2.0,1.0,8.0
1301,Bad,2.0,0.0,0.0,0.0,9.0,0.0,0.0,5.0,-7.0,7,8,8.0,3.0,0.0,0.0,0.0,0.0,8.0,8.0,7.0,1.0,3.0,4.0
1302,Bad,2.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,2.0,4,4,0.0,4.0,9.0,0.0,0.0,0.0,1.0,9.0,1.0,1.0,-8.0,8.0
1303,Good,2.0,9.0,6.0,9.0,5.0,0.0,0.0,2.0,0.0,4,6,6.0,0.0,3.0,0.0,0.0,0.0,7.0,2.0,6.0,0.0,3.0,5.0
1304,Good,6.0,8.0,8.0,9.0,1.0,1.0,1.0,3.0,5.0,5,2,2.0,0.0,4.0,0.0,0.0,0.0,0.0,-8.0,1.0,-8.0,0.0,0.0
1305,Good,7.0,6.0,4.0,7.0,6.0,0.0,0.0,4.0,9.0,6,6,5.0,1.0,2.0,0.0,0.0,0.0,5.0,2.0,7.0,2.0,0.0,4.0
1306,Bad,4.0,3.0,1.0,0.0,1.0,0.0,0.0,5.0,-7.0,7,8,2.0,4.0,3.0,0.0,3.0,3.0,7.0,-8.0,6.0,-8.0,1.0,5.0
1307,Good,6.0,3.0,1.0,4.0,6.0,0.0,0.0,5.0,-7.0,7,8,6.0,2.0,2.0,0.0,2.0,2.0,4.0,-8.0,6.0,2.0,1.0,4.0
1308,Good,8.0,8.0,0.0,9.0,8.0,0.0,0.0,5.0,-7.0,7,8,8.0,2.0,4.0,0.0,2.0,2.0,1.0,4.0,2.0,2.0,0.0,1.0
1309,Good,9.0,2.0,8.0,6.0,0.0,0.0,0.0,5.0,-7.0,7,8,0.0,0.0,8.0,0.0,1.0,1.0,0.0,-8.0,0.0,-8.0,0.0,0.0
1310,Bad,6.0,3.0,1.0,5.0,9.0,0.0,0.0,5.0,-7.0,7,8,9.0,2.0,1.0,0.0,2.0,2.0,3.0,-8.0,7.0,2.0,1.0,1.0
1311,Good,7.0,8.0,4.0,5.0,6.0,0.0,0.0,5.0,-7.0,7,8,5.0,1.0,0.0,0.0,0.0,0.0,4.0,-8.0,5.0,0.0,1.0,5.0
1312,Good,5.0,1.0,5.0,1.0,5.0,0.0,0.0,5.0,-7.0,7,8,5.0,2.0,8.0,0.0,1.0,1.0,8.0,8.0,1.0,2.0,1.0,7.0
1313,Bad,4.0,0.0,8.0,4.0,0.0,1.0,1.0,5.0,-7.0,6,8,0.0,0.0,9.0,0.0,0.0,0.0,-8.0,0.0,-8.0,0.0,-8.0,8.0
1314,Good,5.0,1.0,2.0,0.0,4.0,0.0,0.0,5.0,-7.0,7,8,4.0,3.0,8.0,0.0,3.0,3.0,4.0,4.0,2.0,3.0,0.0,7.0
1315,Good,6.0,3.0,7.0,3.0,9.0,0.0,0.0,5.0,-7.0,7,8,9.0,0.0,2.0,0.0,3.0,3.0,2.0,6.0,5.0,3.0,1.0,3.0
1316,Bad,2.0,9.0,7.0,7.0,8.0,1.0,1.0,3.0,1.0,0,2,8.0,0.0,1.0,0.0,0.0,0.0,9.0,-8.0,7.0,0.0,2.0,8.0
1317,Good,6.0,2.0,4.0,2.0,7.0,0.0,0.0,5.0,-7.0,7,8,6.0,1.0,6.0,0.0,0.0,0.0,5.0,1.0,4.0,3.0,1.0,4.0
1318,Good,3.0,7.0,2.0,3.0,6.0,0.0,0.0,4.0,2.0,4,6,5.0,4.0,6.0,0.0,0.0,0.0,2.0,6.0,6.0,3.0,3.0,8.0
1319,Bad,2.0,2.0,6.0,2.0,4.0,0.0,0.0,1.0,2.0,4,6,5.0,1.0,8.0,0.0,2.0,2.0,6.0,1.0,5.0,2.0,0.0,8.0
1320,Bad,8.0,2.0,1.0,6.0,8.0,0.0,0.0,5.0,-8.0,6,6,8.0,3.0,5.0,0.0,1.0,1.0,2.0,-8.0,2.0,0.0,0.0,2.0
1321,Good,9.0,8.0,8.0,8.0,3.0,0.0,0.0,5.0,-7.0,7,8,3.0,0.0,0.0,0.0,0.0,0.0,1.0,-8.0,2.0,-8.0,0.0,0.0
1322,Bad,6.0,4.0,6.0,2.0,8.0,0.0,0.0,5.0,-7.0,7,8,8.0,3.0,2.0,0.0,2.0,2.0,4.0,-8.0,6.0,0.0,1.0,2.0
1323,Good,6.0,7.0,5.0,5.0,5.0,0.0,0.0,5.0,-7.0,7,8,4.0,1.0,7.0,0.0,0.0,0.0,5.0,4.0,4.0,1.0,2.0,4.0
1324,Bad,2.0,0.0,3.0,1.0,1.0,0.0,0.0,5.0,-7.0,7,8,1.0,1.0,0.0,0.0,2.0,2.0,9.0,-8.0,7.0,-8.0,3.0,7.0
1325,Bad,3.0,1.0,4.0,1.0,7.0,2.0,1.0,1.0,7.0,6,6,7.0,3.0,1.0,0.0,0.0,0.0,5.0,3.0,7.0,1.0,1.0,4.0
1326,Good,4.0,1.0,4.0,2.0,4.0,2.0,1.0,1.0,6.0,6,3,5.0,2.0,1.0,0.0,0.0,0.0,4.0,8.0,5.0,1.0,1.0,1.0
1327,Bad,0.0,4.0,7.0,3.0,4.0,1.0,1.0,2.0,1.0,4,6,4.0,0.0,6.0,0.0,2.0,2.0,9.0,1.0,6.0,1.0,3.0,7.0
1328,Bad,1.0,5.0,2.0,5.0,3.0,2.0,1.0,5.0,-7.0,6,8,3.0,2.0,6.0,0.0,2.0,2.0,9.0,1.0,5.0,1.0,3.0,8.0
1329,Good,8.0,9.0,2.0,9.0,9.0,0.0,0.0,5.0,-7.0,7,8,9.0,2.0,7.0,0.0,0.0,0.0,4.0,6.0,6.0,1.0,0.0,5.0
1330,Bad,2.0,9.0,7.0,3.0,1.0,1.0,1.0,0.0,5.0,5,3,1.0,0.0,7.0,0.0,0.0,0.0,6.0,-8.0,2.0,0.0,-8.0,4.0
1331,Bad,6.0,2.0,7.0,6.0,0.0,1.0,1.0,2.0,9.0,6,4,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-8.0,5.0
1332,Good,9.0,9.0,1.0,9.0,7.0,0.0,0.0,5.0,-7.0,5,7,7.0,1.0,3.0,0.0,0.0,0.0,1.0,2.0,3.0,0.0,1.0,1.0
1333,Bad,3.0,1.0,6.0,2.0,3.0,0.0,0.0,3.0,2.0,4,6,3.0,0.0,8.0,0.0,3.0,3.0,6.0,0.0,2.0,1.0,0.0,5.0
1334,Good,0.0,3.0,2.0,3.0,7.0,2.0,1.0,3.0,1.0,1,2,7.0,2.0,4.0,0.0,0.0,0.0,6.0,1.0,7.0,1.0,2.0,8.0
1335,Good,9.0,9.0,2.0,9.0,6.0,0.0,0.0,5.0,-7.0,7,8,5.0,1.0,0.0,0.0,1.0,1.0,1.0,9.0,3.0,1.0,0.0,1.0
1336,Bad,5.0,1.0,6.0,1.0,0.0,0.0,0.0,5.0,-7.0,7,8,0.0,1.0,9.0,0.0,0.0,0.0,8.0,5.0,1.0,1.0,0.0,8.0
1337,Bad,0.0,0.0,1.0,0.0,5.0,0.0,0.0,4.0,-7.0,5,7,5.0,4.0,3.0,0.0,2.0,2.0,8.0,5.0,7.0,3.0,0.0,6.0
1338,Bad,0.0,9.0,6.0,9.0,4.0,0.0,0.0,0.0,2.0,4,6,3.0,0.0,3.0,0.0,3.0,3.0,7.0,4.0,7.0,0.0,1.0,8.0
1339,Bad,1.0,4.0,1.0,4.0,9.0,1.0,0.0,2.0,2.0,3,5,9.0,4.0,6.0,0.0,0.0,0.0,5.0,2.0,7.0,3.0,3.0,6.0
1340,Good,9.0,7.0,8.0,7.0,7.0,0.0,0.0,5.0,-7.0,7,8,6.0,0.0,2.0,0.0,1.0,1.0,0.0,-8.0,2.0,1.0,0.0,1.0
1341,Good,4.0,6.0,2.0,3.0,9.0,0.0,0.0,5.0,9.0,6,6,9.0,4.0,0.0,0.0,1.0,1.0,6.0,-8.0,3.0,-8.0,2.0,0.0
1342,Bad,1.0,0.0,7.0,0.0,1.0,0.0,0.0,2.0,-7.0,5,7,1.0,0.0,8.0,0.0,0.0,0.0,9.0,1.0,5.0,1.0,2.0,8.0
1343,Good,7.0,8.0,7.0,7.0,9.0,0.0,0.0,5.0,-8.0,6,6,9.0,0.0,5.0,0.0,0.0,0.0,3.0,2.0,6.0,1.0,0.0,4.0
1344,Bad,1.0,0.0,5.0,0.0,0.0,1.0,1.0,5.0,-7.0,6,8,0.0,2.0,9.0,0.0,0.0,0.0,9.0,2.0,2.0,1.0,2.0,8.0
1345,Bad,2.0,0.0,2.0,0.0,2.0,0.0,0.0,5.0,-7.0,7,8,1.0,2.0,3.0,0.0,0.0,0.0,9.0,-8.0,6.0,0.0,3.0,8.0
1346,Good,5.0,7.0,0.0,5.0,7.0,1.0,1.0,5.0,-7.0,7,8,7.0,4.0,3.0,0.0,1.0,1.0,6.0,9.0,5.0,1.0,0.0,6.0
1347,Good,8.0,7.0,3.0,8.0,4.0,0.0,0.0,5.0,-7.0,7,8,3.0,3.0,3.0,0.0,1.0,1.0,3.0,1.0,1.0,1.0,0.0,0.0
1348,Bad,5.0,1.0,3.0,4.0,6.0,0.0,0.0,3.0,7.0,6,6,6.0,3.0,0.0,0.0,0.0,0.0,6.0,-8.0,4.0,0.0,3.0,1.0
1349,Good,7.0,7.0,6.0,7.0,6.0,0.0,0.0,4.0,9.0,6,6,5.0,0.0,8.0,0.0,0.0,0.0,5.0,4.0,6.0,1.0,1.0,8.0
1350,Good,7.0,3.0,7.0,5.0,5.0,1.0,0.0,4.0,-8.0,6,5,5.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,3.0,0.0,8.0
1351,Bad,6.0,7.0,7.0,9.0,1.0,0.0,0.0,1.0,5.0,6,6,1.0,0.0,2.0,0.0,0.0,0.0,6.0,-8.0,1.0,0.0,1.0,0.0
1352,Bad,1.0,1.0,1.0,1.0,8.0,0.0,0.0,5.0,8.0,6,6,8.0,4.0,5.0,0.0,1.0,1.0,5.0,6.0,6.0,3.0,2.0,3.0
1353,Good,7.0,8.0,3.0,7.0,2.0,0.0,0.0,5.0,-7.0,7,8,2.0,1.0,4.0,0.0,0.0,0.0,6.0,-8.0,3.0,0.0,1.0,7.0
1354,Good,9.0,2.0,1.0,2.0,2.0,0.0,0.0,5.0,-7.0,7,8,2.0,2.0,2.0,0.0,1.0,1.0,2.0,-8.0,4.0,0.0,0.0,3.0
1355,Bad,3.0,1.0,4.0,2.0,6.0,1.0,0.0,1.0,6.0,5,5,6.0,1.0,9.0,0.0,0.0,0.0,6.0,1.0,3.0,3.0,2.0,4.0
1356,Good,6.0,3.0,5.0,5.0,9.0,0.0,0.0,5.0,9.0,7,6,9.0,2.0,5.0,0.0,0.0,0.0,4.0,9.0,4.0,2.0,0.0,2.0
1357,Bad,2.0,4.0,1.0,5.0,0.0,2.0,0.0,0.0,5.0,6,5,1.0,2.0,1.0,0.0,0.0,0.0,9.0,-8.0,2.0,0.0,1.0,8.0
1358,Bad,2.0,6.0,2.0,7.0,8.0,0.0,0.0,3.0,4.0,4,6,8.0,1.0,3.0,0.0,0.0,0.0,7.0,-8.0,6.0,1.0,1.0,4.0
1359,Bad,2.0,5.0,1.0,5.0,5.0,2.0,1.0,1.0,7.0,6,2,6.0,2.0,9.0,0.0,2.0,2.0,8.0,6.0,4.0,2.0,2.0,5.0
1360,Good,1.0,4.0,5.0,3.0,9.0,0.0,0.0,4.0,3.0,4,6,8.0,2.0,3.0,0.0,0.0,0.0,3.0,-8.0,7.0,0.0,3.0,4.0
1361,Bad,3.0,6.0,2.0,6.0,7.0,0.0,0.0,5.0,-7.0,7,8,6.0,2.0,6.0,0.0,1.0,1.0,8.0,4.0,6.0,3.0,2.0,8.0
1362,Bad,2.0,0.0,0.0,0.0,0.0,1.0,1.0,5.0,-7.0,7,8,0.0,4.0,1.0,0.0,1.0,1.0,2.0,-8.0,2.0,0.0,0.0,6.0
1363,Bad,8.0,2.0,6.0,3.0,4.0,0.0,0.0,5.0,-7.0,7,8,4.0,0.0,8.0,0.0,0.0,0.0,7.0,3.0,2.0,2.0,0.0,8.0
1364,Good,1.0,0.0,0.0,0.0,0.0,1.0,1.0,5.0,-7.0,0,8,0.0,4.0,5.0,0.0,0.0,0.0,2.0,8.0,2.0,1.0,0.0,7.0
1365,Bad,0.0,4.0,5.0,6.0,3.0,2.0,1.0,0.0,4.0,4,3,4.0,3.0,9.0,0.0,2.0,2.0,9.0,8.0,2.0,3.0,1.0,8.0
1366,Good,3.0,0.0,0.0,0.0,1.0,1.0,1.0,5.0,-7.0,7,8,1.0,3.0,2.0,0.0,3.0,3.0,4.0,-8.0,4.0,-8.0,1.0,6.0
1367,Bad,3.0,7.0,8.0,8.0,5.0,0.0,0.0,2.0,4.0,4,6,5.0,0.0,1.0,0.0,0.0,0.0,6.0,0.0,6.0,1.0,1.0,4.0
1368,Good,5.0,5.0,0.0,1.0,8.0,0.0,0.0,5.0,-7.0,7,8,8.0,4.0,3.0,0.0,2.0,2.0,3.0,3.0,4.0,2.0,1.0,2.0
1369,Good,8.0,5.0,7.0,4.0,3.0,0.0,0.0,5.0,-7.0,7,8,3.0,0.0,3.0,0.0,0.0,0.0,3.0,5.0,1.0,1.0,0.0,2.0
1370,Good,4.0,1.0,7.0,1.0,2.0,0.0,0.0,5.0,-7.0,7,8,2.0,0.0,0.0,0.0,1.0,1.0,9.0,7.0,6.0,0.0,2.0,8.0
1371,Bad,2.0,2.0,2.0,1.0,9.0,0.0,0.0,3.0,9.0,5,6,8.0,4.0,4.0,0.0,1.0,1.0,7.0,5.0,7.0,3.0,3.0,7.0
1372,Bad,0.0,1.0,6.0,3.0,0.0,2.0,1.0,0.0,9.0,0,2,1.0,0.0,9.0,0.0,0.0,0.0,5.0,5.0,1.0,2.0,0.0,8.0
1373,Bad,4.0,6.0,3.0,3.0,9.0,1.0,1.0,5.0,7.0,6,3,9.0,4.0,3.0,0.0,2.0,2.0,9.0,8.0,7.0,3.0,3.0,6.0
1374,Bad,1.0,7.0,1.0,0.0,4.0,0.0,0.0,5.0,-7.0,7,8,5.0,4.0,0.0,0.0,1.0,1.0,6.0,4.0,7.0,1.0,3.0,3.0
1375,Good,9.0,5.0,8.0,8.0,2.0,0.0,0.0,5.0,-7.0,7,8,1.0,0.0,1.0,0.0,0.0,0.0,0.0,-8.0,1.0,-8.0,0.0,0.0
1376,Bad,4.0,8.0,8.0,8.0,5.0,0.0,0.0,4.0,9.0,6,6,5.0,0.0,2.0,0.0,2.0,2.0,8.0,-8.0,7.0,0.0,2.0,7.0
1377,Good,7.0,7.0,0.0,6.0,9.0,0.0,0.0,5.0,-7.0,7,8,9.0,4.0,3.0,0.0,3.0,3.0,0.0,1.0,6.0,3.0,0.0,2.0
1378,Bad,4.0,0.0,7.0,0.0,3.0,0.0,0.0,5.0,-7.0,7,8,3.0,0.0,0.0,0.0,1.0,1.0,8.0,-8.0,7.0,0.0,3.0,5.0
1379,Bad,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,-7.0,7,8,0.0,3.0,3.0,0.0,3.0,3.0,9.0,-8.0,1.0,0.0,1.0,6.0
1380,Bad,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,4,6,0.0,1.0,9.0,0.0,2.0,1.0,-8.0,6.0,1.0,1.0,1.0,8.0
1381,Bad,2.0,0.0,6.0,0.0,0.0,0.0,0.0,5.0,-7.0,7,8,0.0,0.0,9.0,0.0,0.0,0.0,-8.0,-8.0,-8.0,0.0,-8.0,8.0
1382,Bad,1.0,0.0,2.0,1.0,6.0,0.0,0.0,4.0,5.0,5,6,5.0,2.0,4.0,0.0,3.0,3.0,7.0,6.0,7.0,3.0,2.0,8.0
1383,Bad,0.0,0.0,2.0,0.0,2.0,0.0,0.0,5.0,-7.0,7,8,2.0,3.0,5.0,0.0,2.0,2.0,9.0,9.0,5.0,0.0,2.0,6.0
1384,Good,6.0,8.0,6.0,9.0,9.0,0.0,0.0,5.0,-7.0,5,8,8.0,2.0,2.0,0.0,0.0,0.0,5.0,-8.0,7.0,0.0,2.0,4.0
1385,Good,4.0,8.0,2.0,2.0,7.0,0.0,0.0,5.0,-7.0,7,8,7.0,4.0,5.0,0.0,0.0,0.0,8.0,6.0,2.0,2.0,1.0,5.0
1386,Bad,0.0,5.0,6.0,7.0,5.0,1.0,1.0,0.0,0.0,0,2,5.0,0.0,3.0,0.0,0.0,0.0,4.0,3.0,4.0,1.0,0.0,2.0
1387,Good,7.0,4.0,6.0,3.0,8.0,0.0,0.0,5.0,-7.0,7,8,8.0,1.0,7.0,0.0,3.0,3.0,1.0,6.0,2.0,2.0,0.0,1.0
1388,Bad,5.0,4.0,2.0,3.0,4.0,0.0,0.0,3.0,7.0,6,6,3.0,2.0,6.0,0.0,2.0,2.0,5.0,8.0,4.0,2.0,2.0,6.0
1389,Bad,8.0,6.0,6.0,8.0,7.0,0.0,0.0,5.0,-7.0,7,8,7.0,0.0,0.0,0.0,0.0,0.0,4.0,3.0,4.0,1.0,0.0,6.0
1390,Bad,9.0,5.0,4.0,8.0,4.0,0.0,0.0,3.0,8.0,6,6,3.0,2.0,1.0,0.0,1.0,1.0,4.0,-8.0,3.0,0.0,0.0,1.0
1391,Good,8.0,7.0,6.0,8.0,8.0,0.0,0.0,5.0,-7.0,7,8,8.0,0.0,5.0,0.0,2.0,2.0,0.0,6.0,1.0,2.0,0.0,0.0
1392,Bad,4.0,4.0,6.0,2.0,1.0,2.0,1.0,2.0,7.0,6,2,1.0,0.0,2.0,0.0,0.0,0.0,9.0,0.0,2.0,0.0,2.0,4.0
1393,Bad,7.0,9.0,8.0,8.0,5.0,0.0,0.0,5.0,-7.0,7,8,5.0,0.0,1.0,0.0,2.0,2.0,4.0,-8.0,7.0,-8.0,1.0,7.0
1394,Bad,2.0,4.0,4.0,1.0,4.0,0.0,0.0,0.0,4.0,6,6,4.0,2.0,5.0,0.0,0.0,0.0,5.0,-8.0,5.0,0.0,2.0,3.0
1395,Bad,0.0,1.0,3.0,2.0,7.0,0.0,0.0,2.0,2.0,4,6,6.0,3.0,4.0,0.0,2.0,2.0,5.0,3.0,7.0,1.0,1.0,8.0
1396,Bad,8.0,9.0,6.0,7.0,8.0,0.0,0.0,5.0,-8.0,6,6,8.0,1.0,2.0,0.0,0.0,0.0,1.0,3.0,3.0,3.0,0.0,2.0
